Article_Code,Article_Name,Buyer_Reference,Article_Category
F0000172,PD244 (ODF-B014)-POLYESTER 96% ELASTANE 4%-W/R(C0)+PRINT+CIRE-MICRO HIGH STRETCH ANTI SEE THROUGH-PRINT-52INCH,,Textiles/Fabric
F0000173,PD245 (OWS-A012)-POLYESTER 48% RECYCLED POLYESTER 38% SPANDEX 14%-W/R(C0)+PRINT+CIRE-MICRO HIGH STRETCH-PRINT-52INCH,,Textiles/Fabric
F0000174,PR478 (OTS-B097)-RECYCLED POLYESTER 91% ELASTANE 9%-W/R(C0)+PRINT-DOUBLE WEAVE-PRINT-46INCH,,Textiles/Fabric
F0000175,PW180(ORS-B012)-POLYESTER+ELASTOMULTIESTER 96% ELASTANE 4%-WICKING+PRINT-WICKING+PRINT-43INCH,,Textiles/Fabric
F0000176,PW181(ORS-B012)-POLYESTER+ELASTOMULTIESTER 96% ELASTANE 4%-WICKING+PRINT-WICKING+PRINT-43INCH,,Textiles/Fabric
F0000177,PW182(ORS-B012)-POLYESTER+ELASTOMULTIESTER 96% ELASTANE 4%-WICKING+PRINT-WICKING+PRINT-43INCH,,Textiles/Fabric
F0000178,PW183(ORS-B012)-POLYESTER+ELASTOMULTIESTER 96% ELASTANE 4%-WICKING+PRINT-WICKING+PRINT-48INCH,,Textiles/Fabric
F0000179,W-5010-POLYESTER 100%-PD-MESH-58INCH,,Textiles/Fabric
F0000180,W-4978-A09-03-POLYESTER 96% SPANDEX 4%-C0 PFC-FREE DWR-CIRE-STRETCH SOLID WOVEN-52INCH,,Textiles/Fabric
F0000181,W-2162-A06-POLYESTER 100%-WICKING-MECHANICAL-STRETCH SOLID WOVEN-55INCH,,Textiles/Fabric
F0000182,.-W-4962-A09-1-NYLON 85% SPANDEX 15%-C0 DWR 80/10-BACKER BRUSH 48INCH,,Textiles/Fabric
F0000183,JY-JW10114-NYLON 91% ELASTANE 9%-MESH-152CM,,Textiles/Fabric
F0000184,NS77H96GF-RECYCLED POLYESTER 100%-DWR C0-146CM,,Textiles/Fabric
F0000185,FY18142-1-POLYESTER 100%-PRINT-BURN-OUT POLY PONGEE -54INCH,,Textiles/Fabric
F0000186,FY19209-14-NYLON 100%-ECO DWR + DRY COATING-56INCH,,Textiles/Fabric
F0000187,AC18-9B-POLYESTER 100%-TRICOT BRUSHED-60INCH,,Textiles/Fabric
F0000188,P00103A0-POLYESTER 87% ELASTIC 13%-NON-PFC DWR 80/10-48INCH,,Textiles/Fabric
F0000189,SW655(ORS-B012)-POLYESTER 96% SPANDEX 4%-WICKING-HIGH VENT-44 INCH,,Textiles/Fabric
F0000190,SD668(TPS-A503)-POLYESTER 100%-W/R(C0)+CIRE-POCKET LINING COLD PRESS-56 INCH,,Textiles/Fabric
F0000191,SR1859(ODF-B014)-POLYESTER 95% SPANDEX 5%-W/R(C0)+CIRE-MICRO HIGH STRETCH-WHITE-53 INCH,,Textiles/Fabric
F0000192,PD217-POLYESTER 100%-WR C0 DIGITAL PRINTING-55INCH,,Textiles/Fabric
F0000193,SD667-POLYESTER 48% RECYCLED POLYESTER 38% SPANDEX 14%-C0 DWR + CIRE(COLD)-WICKING-53 INCH,,Textiles/Fabric
F0000194,SA426-NYLON 100%-DWR(C0)+A/C CLEAR COATING-53INCH,,Textiles/Fabric
F0000195,DB253-POLYESTER 91% SPANDEX 9%-DWR(C0)+BONDED FLEECE-56INCH,,Textiles/Fabric
F0000196,AW23024-DL041328-RECYCLE NYLON 100%-DWR 80/10 C0+C/D-WIDTH 56INCH,,Textiles/Fabric
F0000197,AW23040-KNX1401-POLYESTER 100%-.-BIRDEYES MESH-WIDTH 64INCH,,Textiles/Fabric
F0000198,Q2129-POLYESTER 50% RECYCLED POLYESTER 50%-56INCH,,Textiles/Fabric
F0000199,Q1210-RECYCLED POLYESTER 70% POLYESTER 30%-TRICOT BRUSHED-58INCH,,Textiles/Fabric
F0000200,Q1026-RECYCLED POLYESTER 55% POLYESTER 45%-NON-COATED TAFFETA-57INCH,,Textiles/Fabric
F0000201,Q1973-POLYESTER 100%-ECO - ML PADDING 80G-60INCH,,Textiles/Fabric
F0000202,".-PZ1200R-.-NON-WOVEN INTERLINING-WIDTH WHITE 40""",,Textiles/Fabric
F0000203,"C21210-COTTON 100%-PD-CANVAS (21S/2) X 10S /70X37, WIDTH 57INCH",,Textiles/Fabric
F0000204,"AK21530-KNI-TE3302-RPET (SEAWOOL) 53% RAYON 23% POLYESTER 20% SPANDEX 4%-WICKING-32S+75D+40D, WIDTH 58INCH",,Textiles/Fabric
F0000205,"AW16529-Dl-N210C-NYLON 100%-C0 W/R, PU COATING 1000MM-72gsm (+/-5%) WIDTH 57INCH",,Textiles/Fabric
F0000206,"AW18550-DL-PC-002048 -RECYCLED POLYESTER 72% BCI COTTON 28%-DWR 80/10 C0,TPU 10K/10K(JIS)-THREE LAYERS COMPOUNDED- WIDTH 57INCH",,Textiles/Fabric
F0000207,AW21540-DL050691-RECYCLED POLYESTER 60% POLYESTER 40%-.-96GSM (+/-3%) WIDTH 57INCH,,Textiles/Fabric
F0000208,"AW21546-DL050781-RECYCLED POLYESTER 60% POLYESTER 40%-DWR 80/10 C0,PU COATING-103GSM (+/-3%) WIDTH 57INCH",,Textiles/Fabric
F0000209,"AW21551-DL-P-180501P-POLYESTER 50% RECYCLED POLY REPREVE 50%-DWR 80/10 C0,PRINT+TPU 10K/10K(JIS)-175GSM (+/-3%) WIDTH 57INCH",,Textiles/Fabric
F0000210,"AW22551-DL055183-POLYESTER 50% RECYCLED POLY REPREVE 50%-DWR 80/10 C0,PRINT+TPU 20K/20K(JIS)-175GSM (+/-3%) WIDTH 57INCH",,Textiles/Fabric
F0000211,AW23524-DL059519-RECYCLED POLYESTER 100%-.-88GSM (+/-5%) WIDTH 57INCH,,Textiles/Fabric
F0000212,AW20555-R-SOLID-GOC3685-R-SOLID-POLYESTER 70% RECYCLED POLYESTER 30%-.-SHERPA FLEECE 372GSM WIDTH 57INCH,,Textiles/Fabric
F0000213,AW20555-R-AOP-GOC3685-R-AOP-POLYESTER 70% RECYCLED POLYESTER 30%-.-SHERPA FLEECE 372GSM WIDTH 57INCH,,Textiles/Fabric
F0000214,AP21528 40GSM-I-2047 40GSM-RECYCLED CONTENT BIODEGRADEABLE 100%-PRIMALOFT® SILVER INSULATION BIO 100YDS/91M 152CM,,Textiles/Fabric
F0000215,AP21528 80GSM-I-2047 80GSM-RECYCLED CONTENT BIODEGRADEABLE 100%-.-PRIMALOFT® SILVER INSULATION BIO 45YDS / 41M 152CM,,Textiles/Fabric
F0000216,AP21510 40GSM-I -3001 40GSM-RPET 80% POLYESTER 20%-.-PRIMALOFT® BLACK INSULATION ECO 104YDS / 95 M 152CM,,Textiles/Fabric
F0000217,AP21512 60GSM-I -3001 60GSM-RPET 80% POLYESTER 20%-.-PRIMALOFT® BLACK INSULATION ECO 104YDS / 95 M 152CM,,Textiles/Fabric
F0000218,AW15504-LPX-12017-RECYCLED POLYESTER 55% POLYESTER 45%-C0 RUDOLF DWR(80/10) + HYDROPHILIC TPU LAMINATION-Oxford 205GSM (+/-5%) WIDTH 55INCH,,Textiles/Fabric
F0000219,AW21502 SINGLE LAYER-LPR-12021-RECYCLED POLYESTER 58% POLYESTER 42%-C0 RUDOLF DWR(80/30) + SAND LIKE PRINT + HYDROPHILIC TPU LAMINATION-RIP-STOP FULL-DULL 199GSM (+/-5%) WIDTH 57INCH,,Textiles/Fabric
F0000220,AW21502-LPR-12021-RECYCLED POLYESTER 58% POLYESTER 42%-C0 RUDOLF DWR(80/30) + SAND LIKE PRINT + HYDROPHILIC TPU LAMINATION-RIP-STOP FULL-DULL 199GSM (+/-5%) WIDTH 55INCH,,Textiles/Fabric
F0000221,AW21510-LPR-18021-POLYESTER 59% RECYCLED POLYESTER 41%-C0 RUDOLF DWR(80/10) + HYDROPHILIC TPU LAMINATION-RIP-STOP MECH-STRETCH 120GSM (+/-5%) WIDTH 53INCH,,Textiles/Fabric
F0000222,AW22502-JPD21004R (JPD21001R 50% RPET version)-RECYCLED POLYESTER 50% POLYESTER 50%-C0 RUDOLF DWR(80/10) + HYDROPHILIC TPU LAMINATION-DOBBY 188GSM (+/-5%) WIDTH 55INCH,,Textiles/Fabric
F0000223,AW22504-JPW21001R-RECYCLED POLYESTER 60% POLYESTER 40%-PEACH+C0 DWR 80/10+ HYDROPHILIC TPU LAMINATION-TWILL 195GSM (+/-5%) WIDTH 56INCH,,Textiles/Fabric
F0000224,AW22514-JPD19038R-1-BIO EARTH POLYESTER 100%-C0 RUDOLF DWR(80/10)+BIO-EARTH TPU CLEAR MEMBRANE-DOBBY 168GSM (+/-5%) WIDTH 55INCH,,Textiles/Fabric
F0000225,AW22517-JPP20021R-1-BIO EARTH POLYESTER 100%-PLAIN SEMI-DULL 80GSM (+/-5%) WIDTH 57INCH,,Textiles/Fabric
F0000226,AW23500-JPDM21015R (JPDM21009 Recycled version)-POLYESTER 50% RECYCLED POLYESTER 50%-C0 RUDOLF DWR(80/10) + HYDROPHILIC TPU LAMINATION-MECH-STRETCH JACQUARED 152GSM (+/-5%) WIDTH 54INCH,,Textiles/Fabric
F0000227,AW23502-JPDM21014R (JPDM21011 Recycled version)-POLYESTER 50% RECYCLED POLYESTER 50%-C0 RUDOLF DWR(80/10) + HYDROPHILIC TPU LAMINATION-DOBBY MECH STRETCH 129GSM (+/-5%) WIDTH 54INCH,,Textiles/Fabric
F0000228,AW23506-(AW22504 Bio-degradable) JPW21006R-BIO EARTH POLYESTER 100%-C0 DWR 80/10-TWILL 168GSM (+/-5%) WIDTH 54INCH,,Textiles/Fabric
F0000229,"UNW0005-JPP20021R-BIO EARTH POLYESTER 100%-DOBBY, PLAIN SEMI-DULL 80GSM WIDTH 57INCH PFP NO DYEING/BLACK SOLID DYE",,Textiles/Fabric
F0000230,TC20014-JPDM20024R A31-POLYESTER 59% RECYCLED POLYESTER 41%-DWR 80/10 C0 + 3 LAYER HYDROPHILIC PU DOT LAMINATION 20K/15K+TC20014-DOBBY F/D MECH-STRETCH 140GSM (+/-5%) WIDTH 53INCH,,Textiles/Fabric
F0000231,F-KPMSHN-0225-S21115-KC-POLYESTER 92% SPANDEX 8%-.-MESH 92/8 POLY/SPAN,,Textiles/Fabric
F0000232,.-P95313 PRINTPOLYESTER RECYCLED YARN 100%-WR C0-.,,Textiles/Fabric
F0000233,.-PD234-POLYESTER 95.50% SPANDEX 4.50%-.-W/R(C0)+PRINT+CIRE 52INCH,,Textiles/Fabric
F0000234,PD234-.-POLYESTER 95% SPANDEX 5%-W/R(C0)+PRINT+CIRE-52INCH,,Textiles/Fabric
F0000235,.-0504-POLYESTER 92% SPANDEX 8%-.-60 INCH,,Textiles/Fabric
F0000236,0504-.- POLYESTER 92% SPANDEX 8%-.-KNIT FABRIC- WIDTH 60 INCH,,Textiles/Fabric
F0000237,.-FJB002-NYLON 90% SPANDEX 10%-C0 DW/R (80/10)-57INCH 234GSM,,Textiles/Fabric
F0000238,.-4WP3241-.POLYESTER 77% COTTON 15% SPANDEX 8%-C0 DW/R (80/10)-4-WAY STRETCH SLUB165GSM 57/58 INCH,,Textiles/Fabric
F0000239,.-4WT129256(C0)-NYLON 96% ELASTANE 4%-DWR-4-WAYS STRETCH-TWILL (210D+40D)X(210+40D)/117X76 P/D+DWR 80/10 280GSM 57/58INCH,,Textiles/Fabric
F0000240,".-RG088(G)-65%POLYESTER 35%COTTON, CANVAS/RG088-NORMAL YARN,BIONIC ECO FINISH-149CM 280GSM +-5%",,Textiles/Fabric
F0000241,".-SX-210839-100% POLY 100D*45S, 92*66, 85GM2, 57/58""",,Textiles/Fabric
F0000242,".-4WPC7+KTB50-92%POLYESTER 8%SPANDEX POPLIN 4-WAY (100D+40D)X(100D+40) 225GSM, 57/58INCH",,Textiles/Fabric
F0000243,"00969-KNTA12800-100% POLYESTER SOLID MESH 61/63""",,Textiles/Fabric
F0000244,MESH-1500H-POLYESTER 100%-MESH POCKET,,Textiles/Fabric
F0000245,FUSIBLE INTERLINING-HP013F-VISCOSE 100%-1500mm,,Textiles/Fabric
F0000246,.-ZTH08R3D1XR 100% POLYESTER-RUDOLF DWR+W/P TPU CLEAR LAMINATION+10000MM.MVT.10000G+REFLECTIVE PRINT+BLUESIGN,,Textiles/Fabric
F0000247,.-ZTH08R2D1XR 100% POLYESTER-RUDOLF DWR+W/P TPU MILKY LAMINATION+10000MM.MVT.10000G+REFLECTIVE PRINT+BLUESIGN,,Textiles/Fabric
F0000248,.-ZTH08PFC141X-POLYESTER 100%-PFC-FREE C0 DWR+W/P TPU CLEAR LAMINATION+10000MM.MVT.10000G+BLUESIGN,,Textiles/Fabric
F0000249,.-210T TAFFETA PU COATING-POLYESTER 100%-.,,Textiles/Fabric
F0000250,".-SP1027-INTERLINING WIDTH 40""",,Textiles/Fabric
F0000251,".-WB8025-INTERLINING WIDTH 48""",,Textiles/Fabric
F0000252,".-W/R+ W/P TPU GREY LAMINATION+5000MM,MVT.5000G 57""-POLYESTER 100%-SX19ZC06BD08V",,Textiles/Fabric
F0000253,".-SX19ZC06BD08V-100%POLYESTER 115T*86T/75D*75D,103G/SQM, W/R+ W/P TPU GREY LAMINATION+5000MM,MVT.5000G 57""",,Textiles/Fabric
F0000254,".-SX19QL06JL08V-100% POLYESTER W/R W/P TPU CLEAR LAMINATION 5K/5K 57""",,Textiles/Fabric
F0000255,AW23508-BNREL NINO 3L-RECYCLED POLYESTER 100%-#GORE-TEX® WINDSTOPPER 205GSM (+/-7%) WIDTH 57INCH,,Textiles/Fabric
F0000256,PS-ULIL001,,Textiles/Fabric
F0000257,GMJT07640-PSUL-JQ009-POLYESTER 87% SPANDEX 13%-SOLID-Luca Regular Fit Golf Polo,,Textiles/Fabric
F0000258,GMJT07640-YOKO-POLYESTER 95% SPANDEX 5%-PIECE DYE-Luca Regular Fit Golf Polo,,Textiles/Fabric
F0000259,F-WPPLWN-0224-ASC3960-POLYESTER 92% SPANDEX 8%-DWR-4 WAY STRETCH,,Textiles/Fabric
F0000260,F-WPPLWN-0225-ZT 19692-POLYESTER 92% SPANDEX 8%-DWR-CATIONIC YARN 4 WAY STRETCH,,Textiles/Fabric
F0000261,F-KNJERN-0231-WY-349389-NYLON 80% SPANDEX 20%-.-STRETCH JERSEY,,Textiles/Fabric
F0000262,F-KPMSHN-0227-TEX5697-POLYESTER 100%-.-MESH LINING,,Textiles/Fabric
F0000263,FKPMSHN-0226-TEX1201 MESH-POLYESTER 92% SPANDEX 8%-.-MESH LINER,,Textiles/Fabric
F0000264,AK21530-KNI-TE3302-RPET (SEAWOOL) 53% VISCOSE (RAYON) 23% POLYESTER 20% SPANDEX 4%-WICKING-# SEAWOOL MICRO FLEECE 360GSM WIDTH 58INCH,,Textiles/Fabric
F0000265,AW23516-PRD810-NFC-RECYCLE NYLON 100%-.-# MINI RIPSTOP 38GSM WIDTH 57INCH,,Textiles/Fabric
F0000266,AW23518-PRP509-NFC-RECYCLED POLYESTER 100%-.-# LIGHTWEIGHT PLAIN WEAVE 72GSM WIDTH 58INCH,,Textiles/Fabric
F0000267,AW23520-PRP509-RPE3LRP20J-NFC-RECYCLED POLYESTER 100%-DWR C0-# 20K/15K 3L PERTEX SHIELD DWR 157GSM WIDTH 55INCH,,Textiles/Fabric
F0000268,"00737-150-WHALE WARP KNIT 80%POLYAMIDE 20%ELASTANE-.-CHLORINE RESISTANCE UPF 50+, SOFT TOUCH, PIECE DYE WIDTH 58/59""",,Textiles/Fabric
F0000269,"01235-AS30-.-INTERLINING WIDTH 40""",,Textiles/Fabric
F0000270,INTERLINING-AS30-.-.,,Textiles/Fabric
F0000271,GWJT07779-GWJT07779-POLYESTER 75% NYLON 25%-.-Barbara Polo,,Textiles/Fabric
F0000272,"04966-P95313-POLYESTER RECYCLED YARN 100%-WR C0-AO PUMA CELEBRATION MCE-00635 PRINT WIDTH 57/58""",,Textiles/Fabric
F0000273,04972-P95313-POLYESTER RECYCLED YARN 100%-WR C0-AO PUMA CELEBRATION MCE-00635 PRINT,,Textiles/Fabric
F0000274,"04972-P95313-POLYESTER RECYCLED YARN 100%-WR C0-AO DOTTED CAMO MCE-00658 PRINT WIDTH 57/58""",,Textiles/Fabric
F0000275,"04735-P95313-POLYESTER RECYCLED YARN 100%-WR C0-AO PUMA FORMSTRIP DOUBLE WAVE MCE-00619 PRINT WIDTH 57/58""",,Textiles/Fabric
F0000276,"04967-P95313-POLYESTER RECYCLED YARN 100%-WR C0-AO PUMA INITIAL LARGE REPEAT MCE-00644 PRINT WIDTH 57/58""",,Textiles/Fabric
F0000277,F-WPPLWN-0224-ASC3960 -PRINT-POLYESTER 92% SPANDEX 8%-DWR-4 WAY STRETCH,,Textiles/Fabric
F0000278,F-WPPLWN-0224-ASC3960 -SOLID-POLYESTER 92% SPANDEX 8%-DWR-4 WAY STRETCH,,Textiles/Fabric
F0000279,04851-R21811-WR C0-100% RECYCLE NYLON WIDTH 148/150CM,,Textiles/Fabric
F0000280,"05314-RKRE8092-.-100% RECYCLE POLYESTER SOFTER SOLID MESH WIDTH 59/60""",,Textiles/Fabric
F0000281,MESH POCKET-90GSM-POLYESTER 100%-.-.,,Textiles/Fabric
F0000282,MESH 90GSM-HL MNP-POLYESTER 100%-.-MESH POCKET,,Textiles/Fabric
F0000283,INTERLINING-1500H HL MNP-POLYESTER 100%-.-.,,Textiles/Fabric
F0000284,"05826-P27830 AO PUMA BLOCK LOGO SMALL MCE-00370-POLYESTER 100%-WR C0-VIRGIN YARN WIDTH 58/59""",,Textiles/Fabric
F0000285,".-ZTH08PFC141X-.-PFC FREE C0 DWR (80/5), W/P TPU CLEAR LAMINATION 10K/10K, BLUE SIGN 56/57""",,Textiles/Fabric
F0000286,.-RY-4WP3241-.-RECYCLE POLYESTER 77% COTTON 15% SPANDEX 8%-C0 DW/R (80/10)-4-WAY STRETCH SLUB165GSM 57/58 INCH,,Textiles/Fabric
F0000287,.-RY-4WSLB165 SOLID-POLYESTER 82% COTTON 10% SPANDEX 8%-DWR C0(NON-BRAND)-RECYCLE 4-WAY STRETCH SLUB-57/58INCH,,Textiles/Fabric
F0000288,.-RY-4WSLB165- PRINT RECYCLE-POLYESTER 82% COTTON 10% SPANDEX 8%-DWR C0(NON-BRAND)-4-WAY STRETCH SLUB-57/58INCH,,Textiles/Fabric
F0000289,F-WPPLWN-0482-.-POLYESTER 92% SPANDEX 8%-.-4 WAY STRETCH,,Textiles/Fabric
F0000290,PD244-(ODF-B014)-POLYESTER 95.% ELASTANE 5%-W/R(C0)+PRINT+CIRE-MICRO HIGH STRETCH-PRINT-52INCH,,Textiles/Fabric
F0000291,H1308S-.-.-1X1 RIB SINGLE LAYER; WIDTH 100CM; WEIGHT 635-670 GSM,,Textiles/Fabric
F0000292,".-ZTJ09EA111X- SX19QL06JL08V-.-100% POLYESTER W/R W/P TPU MILKY LAMINATION 5K/5K 57""",,Textiles/Fabric
F0000293,AP21528 100GSM-I-2047 100GSM-RECYCLED CONTENT BIODEGRADEABLE 100%-.-PRIMALOFT® SILVER INSULATION BIO 45YDS / 41M 152CM,,Textiles/Fabric
F0000294,AP21528 133GSM-I-2047 133GSM-RECYCLED CONTENT BIODEGRADEABLE 100%-.-PRIMALOFT® SILVER INSULATION BIO 45YDS / 41M 152CM,,Textiles/Fabric
F0000295,AP21528 200GSM-I-2047 200GSM-RECYCLED CONTENT BIODEGRADEABLE 100%-.-PRIMALOFT® SILVER INSULATION BIO 25YDS / 23M 152CM,,Textiles/Fabric
F0000296,KC503SC0-88% NYLON 12% ELASTANE 140CM-DWR C0-.,,Textiles/Fabric
F0000297,W-5053-B30-100%POLYESTER TRICOT (SPACER MESH) 47 INCH-PD-2L BONDED W-1586 STRETCH WOVEN,,Textiles/Fabric
F0000298,W-5072-(W-TL108-1) 100% POLYESTER 60 INCH-PD-W/O BLUESIGN,,Textiles/Fabric
F0000299,B-5072-(W-TL108-1) 100% POLYESTER 60 INCH-PD-BLUESIGN,,Textiles/Fabric
F0000300,B-4294-A04-90% NYLON 10% SPANDEX (2 WAY) 49 INCH-.-PFC-FREE DWR 10/70-80 BLUESIGN%,,Textiles/Fabric
F0000301,B-4993-A32-1-85%F.D. NYLON 15%SPANDEX(4-WAY) 44 INCH C0 PFC-FREE LDWR-.-.,,Textiles/Fabric
F0000302,MO-0581 LX MID-80% POLYESTER 20% ELASTANE 58 INCH 310 GSM-DWR-.,,Textiles/Fabric
F0000303,JH53392-6-100% POLYESTER 140CM-WR C0-.,,Textiles/Fabric
F0000304,SX-WT22510PSD-96% POLYESTER 4% SPANDEX 57 INCH-.-.,,Textiles/Fabric
F0000305,.-RKWE 1508-POLYESTER 100%-PD-MESH AW17005-58INCH,,Textiles/Fabric
F0000306,"WB0825-.-.-FUSIBLE INTERLINING-WIDTH 48""",,Textiles/Fabric
F0000307,PW130(ORS-B012)-.-POLYESTER 96% ELASTANE 4%-WICKING+PRINT-43INCH,,Textiles/Fabric
F0000308,.-I-1018 100GSM-POLYESTER 75% RECYCLED POLYESTER 25%-.-PRIMALOFT® GOLD INSULATION W/CROSS CORE™ TECHNOLOGY 45Y/ 41M 152CM,,Textiles/Fabric
F0000309,AP23572-I-1019 100GSM-RECYCLED POLYESTER 75% POLYESTER 25%-.-PRIMALOFT® GOLD INSULATION W/CROSS CORE™ TECHNOLOGY 45YDS/ 41M 152CM,,Textiles/Fabric
F0000310,Rib 1x1-2.20.70.1.1-POLYESTER 100%-.-15.5CM HEIGHT,,Textiles/Fabric
F0000311,AP23576-I-80001Y 100GSM-RECYCLED POLYESTER 58% POLYESTER 42% -.-PRIMALOFT® ACTIVE INSULATION EVOLVE SERIES 147CM,,Textiles/Fabric
F0000312,SR1968-.-POLYESTER 54% RECYCLED POLYESTER 39% SPANDEX 7%-DWR C0-54 INCH,,Textiles/Fabric
F0000313,PD247-.-W/R(C0)+CIRE-96% POLYESTER 4% ELASTANE(SPANDEX) CW 52INCH,,Textiles/Fabric
F0000314,PD246-.-W/R(C0)+PRINT+CIRE-96% POLYESTER 4% ELASTANE(SPANDEX) CW 52INCH,,Textiles/Fabric
F0000315,"AW23012-JPDM19047R-PD-53% RPET, 47% PL # DOBBY MECHANICAL STRETCH - WIDTH 55INCH",,Textiles/Fabric
F0000316,"MO-0559-SPORT JERSEY-.-79% POLYESTER 21% ELASTANE; 56""-300 GM/M2",,Textiles/Fabric
F0000317,PD243-.-POLYESTER 48% RECYCLED POLYESTER 38% SPANDEX 14%-W/R(C0)+PRINT+CIRE-MICRO HIGH STRETCH-PRINT-52INCH,,Textiles/Fabric
F0000318,PD250-.-POLYESTER 95% ELASTANE 5%-W/R(C0)+PRINT+CIRE-MICRO HIGH STRETCH-PRINT-52INCH,,Textiles/Fabric
F0000319,PSUL JQ009-NL19GS4526-POLYESTER 87% SPANDEX 13%-.-58 INCH,,Textiles/Fabric
F0000320,W-5009-A12-36% POLYESTER 64% RECYCLE POLYESTER-W/R(C0)+CIRE-56 INCH,,Textiles/Fabric
F0000321,W-5030-A12-100% F.D POLYESTER STRETCH-W/R(C0)+CIRE-56 INCH,,Textiles/Fabric
F0000322,KC503NFR-88% NYLON 12% ELASTANE 137CM-WR C0-.,,Textiles/Fabric
F0000323,KC503NFR-88% NYLON 12% ELASTANE 137CM-WR C0-.,,Textiles/Fabric
F0000324,.-Q1973-POLYESTER 100%-.-ECO SOFT COMFORT BS GRS - PADDING 160G-60-INCH,,Textiles/Fabric
F0000325,.-Q1973-POLYESTER 100%-.-ECO SOFT COMFORT BS GRS - PADDING 100G-60-INCH,,Textiles/Fabric
F0000326,Q1803-.-RECYCLED POLYESTER 100%-.-NON-WOVEN FELT-LIKE INTERLINING BS GRS 150CM,,Textiles/Fabric
F0000327,Q1975-.-POLYESTER 100%-.-ECO FLEX BS GRS - PADDING 160G-60-INCH,,Textiles/Fabric
F0000328,Q1975-.-POLYESTER 100%-.-ECO FLEX BS GRS - PADDING 100G-60-INCH,,Textiles/Fabric
F0000329,AW21540 PFP-DL059482-RECYCLED POLYESTER 60% POLYESTER 40%-.-96GSM (+/-3%) WIDTH 57INCH,,Textiles/Fabric
F0000330,"SORP013-2L24-I -RECYCLED POLYESTER 100%-DWR - W/P 10,000MM 54INCH",,Textiles/Fabric
F0000331,SP1572-R-.-RECYCLE NYLON 85% SPANDEX 15%-PD-52INCH,,Textiles/Fabric
F0000332,".-P95313 PRINT-POLYESTER RECYCLED YARN 100%-WR C0-57/58""",,Textiles/Fabric
F0000333,EMB INTERLINING-.-.-FOR REINFORCEMENT,,Textiles/Fabric
F0000334,.-PS-ULIL001-POLYESTER 84% ELASTANE 16%-.-.,,Textiles/Fabric
F0000335,B-5030-A12 BLUESIGN 100% F.D POLYESTER STRETCH-.-W/R(C0)+CIRE-56/58 INCH FULL WIDTH,,Textiles/Fabric
F0000336,"B-5009-A12 BLUESIGN 36% POLYESTER 64% RECYCLE POLYESTER-.-W/R(C0)+CIRE-56/58"" INCH FULL WIDTH",,Textiles/Fabric
F0000337,B-2162-A06-.-POLYESTER 100%-WICKING-BLUESIGN MECHANICAL-STRETCH SOLID WOVEN-55INCH,,Textiles/Fabric
F0000338,DEF-456-ABC123-DWR-POLYESTER 140GSM,,Textiles/Fabric
F0000339,6B20NC-.-NON-FUSIBLE-NON-FUSIBLE INTERLINING,,Textiles/Fabric
F0000340,6A25NP-.-.-FUSIBLE INTERLINING,,Textiles/Fabric
F0000341,.-F-WPPLWN-0482-POLYESTER 92% SPANDEX 8%-.-4 WAY STRETCH- QUICK DRY,,Textiles/Fabric
F0000342,.-F-KPMSHN-0443-POLYESTER 100%-.-MESH POCKET BAGS,,Textiles/Fabric
F0000343,KDN-F7468-Nate-POLYESTER 75% NYLON 25%-.-.,,Textiles/Fabric
F0000344,KDN-F7468-Sadine-POLYESTER 75% NYLON 25%-.-.,,Textiles/Fabric
F0000345,KDN-F7467-Barbara-POLYESTER 75% NYLON 25%-.-.,,Textiles/Fabric
F0000346,KDN-F7466-Mid layer-POLYESTER 75% NYLON 25%-.-.,,Textiles/Fabric
F0000347,HY-00225B-HY-00225B-POLYESTER 95% SPANDEX 5%-.-VELOUR BONDED POLAR,,Textiles/Fabric
F0000348,HY-00225B VELOUR-HY-00225B VELOUR-POLYESTER 95% SPANDEX 5%-.-VELOUR BONDED POLAR,,Textiles/Fabric
F0000349,HY-00402-HY-00402-POLYESTER 100%-.-VELOUR BONDED POLAR,,Textiles/Fabric
F0000350,HY-00401-HY-00401-POLYESTER 100%-.-SHERPA SIDE,,Textiles/Fabric
F0000351,HY-00402-HY-00402-POLYESTER 100%-.-POLAR SIDE,,Textiles/Fabric
F0000352,HY-00400B-HY-00400B-POLYESTER 95% SPANDEX 5%-.-POLAR BONDED SHERPA,,Textiles/Fabric
F0000353,HY-005A-HY-005A-POLYESTER 100%-.-TAFFETA,,Textiles/Fabric
F0000354,KDN-J.L YOKO-POLYESTER 95% SPANDEX 5%-.-SOLID,,Textiles/Fabric
F0000355,KDN-J.L YOKO-POLYESTER 95% SPANDEX 5%-.-MESH JQD,,Textiles/Fabric
F0000356,KDN-J.L YOKO-POLYESTER 95% SPANDEX 5%-.-DOUBLE JQD,,Textiles/Fabric
F0000357,"YNR29-.-.-90% POLYESTER 10% SPANDEX 55/56""",,Textiles/Fabric
F0000358,"NL16GS3846-.-.-84%POLYESTER 16%SPANDEX 57/58""",,Textiles/Fabric
F0000359,KP-MESHPM0716-.-POLYESTER 100%-.-.,,Textiles/Fabric
F0000360,LF250-.-.-INTERLINING-150CM,,Textiles/Fabric
F0000361,KDN MS01-JLSS23-POLYESTER 91% SPANDEX 9%-.-MESH,,Textiles/Fabric
